method_name,successfully_fuzzed,#_failures,failure_id,parent_result,parent_exception,failure_result,failure_exception,reproducibility
org.apache.hadoop.io.compress.TestCodec#testBuiltInGzipConcat,True,2,000001,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractSeek#testReadFullyPastEOF,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPC#testCallIdAndRetry,True,2,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.ipc.TestIPC#testCallIdAndRetry,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestFileContext#testDefaultURIWithoutScheme,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestChRootedFileSystem#testAclMethodsPathTranslation,True,2,000000,False,(org.mockito.exceptions.verification.TooManyActualInvocations),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestChRootedFileSystem#testAclMethodsPathTranslation,True,2,000001,False,(org.mockito.exceptions.verification.TooManyActualInvocations),False,no_exception,True
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testWriteInNonExistentDirectory,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalDirAllocator#testROBufferDirAndRWBufferDir,False,0,null,null,null,null,null,null
org.apache.hadoop.io.serializer.avro.TestAvroSerialization#testReflectPkg,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalDirAllocator#testRWBufferDirBecomesRO,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testLinkStatusAndTargetWithNonLink,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestFairCallQueue#testDrainToWithLimit,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testRenameSymlinkNonExistantDest,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestUGILoginFromKeytab#testReloginForLoginFromSubject,True,0,null,null,null,null,null,null
org.apache.hadoop.security.TestShellBasedIdMapping#testUpdateMapIncr,True,0,null,null,null,null,null,null
org.apache.hadoop.io.TestArrayFile#testArrayFileIteration,True,1,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.TestFsShellCopy#testDirectCopy,True,0,null,null,null,null,null,null
org.apache.hadoop.http.TestHttpServer#testHasAdministratorAccess,True,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.TestKeyShell#testTransientProviderOnlyConfig,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellTouch#testTouchz,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameNonexistentFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.sftp.TestSFTPFileSystem#testDeleteNonEmptyDir,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testEmptyCreateFlag,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.TestKeyShell#testKeySuccessfulKeyLifecycle,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.TestKeyShell#testKeySuccessfulKeyLifecycle,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.io.compress.TestCodec#testGzipLongOverflow,True,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000000,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000001,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000005,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000003,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenServiceCreationWithUriFormat,True,6,000004,True,no_exception,True,no_exception,False
org.apache.hadoop.io.file.tfile.TestTFileJClassComparatorByteArrays#testFailureWriteMetaBlocksWithSameName,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testChildrenFileSystemLeak,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestChecksumFileSystem#testSetConf,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testRenameFileToExistingParent,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestMapFile#testReaderGetClosest,True,0,null,null,null,null,null,null
org.apache.hadoop.crypto.TestCryptoStreamsForLocalFS#testReadFully,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestProxyUserFromEnv#testProxyUserFromEnvironment,True,0,null,null,null,null,null,null
org.apache.hadoop.log.TestLogLevel#testDynamicLogLevel,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameFileToSymlinkToFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.shell.TestCopyPreserveFlag#testCopyFromLocal,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestFailoverController#testFailoverFromStandbyToStandby,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testGlobStatusFilterWithMultiplePathMatchesAndNonTrivialFilter,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testCreateFlagCreateAppendExistingFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractMkdir#testMkDirRmDir,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testOpenFileApplyAsyncRead,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testCopyEmptyFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellReturnCode#testChgrp,True,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupFallback#testNetgroupShell,True,2,000000,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.security.TestGroupFallback#testNetgroupShell,True,2,000001,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.security.TestUserGroupInformation#testSetConfigWithRules,True,2,000000,False,(java.lang.RuntimeException),False,no_exception,True
org.apache.hadoop.security.TestUserGroupInformation#testSetConfigWithRules,True,2,000001,False,(java.lang.RuntimeException),False,no_exception,True
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractMkdir#testCreateDirWithExistingDir,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testClientRetriesWithSSLHandshakeExceptionFailsAtEveryAttempt,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.security.TestLdapGroupsMappingWithFailover#testDoesNotFailoverWhenDisabled,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testGetBlockLocations,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameNewFileSameDir,False,0,null,null,null,null,null,null
org.apache.hadoop.security.authorize.TestServiceAuthorization#testBlockedAcl,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextCreateMkdir#testWithRename,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestListFiles#testDirectory,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testCopyToLocalWithUseRawLocalFileSystemOption,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testTwoBlocks,True,1,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testCreateLinkToDotDotPrefix,False,0,null,null,null,null,null,null
org.apache.hadoop.net.TestSwitchMapping#testCachingRelaysStringOperations,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameFileUnderFile,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestSecurityUtil#testSocketAddrWithNameToStaticName,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testCopyDirectoryWithDelete,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestWeightedTimeCostProvider#testGetCostConfiguredWeights,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailover,True,3,000000,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailover,True,3,000002,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailover,True,3,000001,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.fs.shell.TestTextCommand#testEmptyTextFil,True,0,null,null,null,null,null,null
org.apache.hadoop.net.TestMockDomainNameResolver#testMockDomainNameResolverCanNotBeCreated,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testGlobStatusFilterWithMultiplePathMatchesAndNonTrivialFilter,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testDestinationFileIsToParentDirectory,True,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestFairCallQueue#testDrainTo,True,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFile#testTFileFeatures,True,1,000000,True,no_exception,False,(org.apache.hadoop.fs.UnsupportedFileSystemException),True
org.apache.hadoop.fs.TestAvroFSInput#testAFSInput,True,2,000000,False,(java.lang.RuntimeException),False,no_exception,True
org.apache.hadoop.fs.TestAvroFSInput#testAFSInput,True,2,000001,True,no_exception,False,(java.lang.RuntimeException),True
org.apache.hadoop.ipc.TestIPC#testInterrupted,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testOverwrite,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractCreate#testSyncablePassthroughIfChecksumDisabled,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverController#testObserverExitGracefulFailover,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameDirToSymlinkToFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.store.TestDataBlocks#testCreateFactory,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractRename#testRenameFileUnderFile,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsJClassComparatorByteArrays#testFailureGetNonExistentMetaBlock,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testGlobStatusWithMultipleMatchesOfSingleChar,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testLocate,True,2,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testLocate,True,2,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testRenameSymlinkNonExistantDest,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testListFiles,False,0,null,null,null,null,null,null
org.apache.hadoop.util.TestFindClass#testCreateFailsInConstructor,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testRenameAcrossMounts3,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileSystemCaching#testFsUniqueness,True,3,000000,False,(org.apache.hadoop.fs.UnsupportedFileSystemException),False,no_exception,True
org.apache.hadoop.fs.TestFileSystemCaching#testFsUniqueness,True,3,000002,False,(org.apache.hadoop.fs.UnsupportedFileSystemException),False,no_exception,True
org.apache.hadoop.fs.TestFileSystemCaching#testFsUniqueness,True,3,000001,False,(org.apache.hadoop.fs.UnsupportedFileSystemException),False,no_exception,True
org.apache.hadoop.crypto.key.TestKeyShell#testStrict,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testDeleteEmptyDirectory,False,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testOneDataEntry,True,3,000000,False,(org.junit.internal.runners.model.MultipleFailureException),False,no_exception,True
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testOneDataEntry,True,3,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testOneDataEntry,True,3,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testRenameDirectoryToItself,False,0,null,null,null,null,null,null
org.apache.hadoop.util.TestNativeLibraryChecker#testNativeLibraryChecker,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.shell.TestCpCommand#testCp,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.shell.TestFsShellConcat#testConcat,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellReturnCode#testChownUserAndGroupValidity,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testRenameSymlinkViaSymlink,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testRenameAcrossMounts3,False,0,null,null,null,null,null,null
org.apache.hadoop.crypto.TestCryptoStreamsForLocalFS#testWrite,False,0,null,null,null,null,null,null
org.apache.hadoop.util.TestJsonSerialization#testFileSystemRoundTrip,True,0,null,null,null,null,null,null
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenSelectionWithKMSUriInConf,True,5,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenSelectionWithKMSUriInConf,True,5,000002,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenSelectionWithKMSUriInConf,True,5,000001,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenSelectionWithKMSUriInConf,True,5,000003,True,no_exception,True,no_exception,False
org.apache.hadoop.crypto.key.kms.TestLoadBalancingKMSClientProvider#testTokenSelectionWithKMSUriInConf,True,5,000004,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractSeek#testReadFullyZeroBytebufferPastEOF,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupsCaching#testExceptionOnBackgroundRefreshHandled,True,1,000000,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.fs.TestSymlinkLocalFSFileSystem#testRenameDirToSymlinkToFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFSMainOperationsLocalFileSystem#testGlobStatusFilterWithEmptyPathResults,False,0,null,null,null,null,null,null
org.apache.hadoop.http.TestServletFilter#testServletFilterWhenInitThrowsException,True,1,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractCreate#testCreatedFileIsVisibleOnFlush,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.shell.TestCopyPreserveFlag#testPutWithSplCharacter,True,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsStreams#testFailureKeyLongerThan64K,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFilterFs#testFilteringWithNonrequiredAuthority,True,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverController#testFormatSetsAcls,True,5,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.ha.TestZKFailoverController#testFormatSetsAcls,True,5,000002,False,(org.apache.zookeeper.KeeperException$NoNodeException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testFormatSetsAcls,True,5,000001,False,(org.apache.zookeeper.KeeperException$NoNodeException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testFormatSetsAcls,True,5,000003,False,(org.apache.zookeeper.KeeperException$NoNodeException),False,no_exception,True
org.apache.hadoop.ha.TestZKFailoverController#testFormatSetsAcls,True,5,000004,False,(org.apache.zookeeper.KeeperException$NoNodeException),False,no_exception,True
org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testFailureGetNonExistentMetaBlock,True,1,000000,True,no_exception,False,(org.junit.internal.runners.model.MultipleFailureException),True
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirRecursiveWithNonExistingDir,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFileContext#testConfBasedAndAPIBasedSetUMask,True,2,000000,False,(org.junit.ComparisonFailure),False,no_exception,True
org.apache.hadoop.fs.TestFileContext#testConfBasedAndAPIBasedSetUMask,True,2,000001,True,no_exception,False,(org.junit.ComparisonFailure),True
org.apache.hadoop.net.TestClusterTopology#testChooseRandomExcluded,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.sftp.TestSFTPContractSeek#testNegativeSeek,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractDelete#testDeleteSingleFile,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testOpenFileRead,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestRPC#testSetProtocolEngine,True,0,null,null,null,null,null,null
org.apache.hadoop.service.launcher.TestServiceLauncher#testIOE,True,0,null,null,null,null,null,null
org.apache.hadoop.io.serializer.TestWritableSerialization#testSerialization,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextMainOperations#testRenameDirectoryToNonExistentParent,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestSymlinkLocalFSFileContext#testAccessFileViaInterSymlinkQualTarget,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testGlobStatusFilterWithEmptyPathResults,False,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestFailoverController#testSelfFailoverFails,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testCopyFileOverwrite,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractMkdir#testNoMkdirOverFile,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestShellBasedIdMapping#testStaticMapUpdate,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemLocalFileSystem#testOperationsThroughMountLinksInternal,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testInternalCreateMissingDir2,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestFsShellCopy#testLazyPersistDirectOverwrite,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testCreateFlagAppendNonExistingFile,False,0,null,null,null,null,null,null
org.apache.hadoop.ha.TestZKFailoverControllerStress#testRandomHealthAndDisconnects,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractStreamIOStatistics#testWriteByteArrays,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIdentityProviders#testUserIdentityProvider,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFSFileContextCreateMkdir#testMkdirNonRecursiveWithExistingDir,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.TestLocalFileSystem#testCRCwithClassicAPIs,True,4,000000,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.TestLocalFileSystem#testCRCwithClassicAPIs,True,4,000002,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.TestLocalFileSystem#testCRCwithClassicAPIs,True,4,000001,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.fs.TestLocalFileSystem#testCRCwithClassicAPIs,True,4,000003,False,(java.lang.AssertionError),False,no_exception,True
org.apache.hadoop.security.TestKDiagNoKDC#testKDiagStandaloneNofail,True,0,null,null,null,null,null,null
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsJClassComparatorByteArrays#testFailureOutOfOrderKeys,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractPathHandle#testMoved,False,0,null,null,null,null,null,null
org.apache.hadoop.io.TestMapFile#testMidKeyEmpty,True,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestViewFileSystemWithAuthorityLocalFileSystem#testRenameAcrossMounts2,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractOpen#testOpenFileTwice,False,0,null,null,null,null,null,null
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirsRecursiveWithExistingDir,False,0,null,null,null,null,null,null
org.apache.hadoop.security.TestGroupsCaching#testCachePreventsImplRequest,True,2,000000,True,no_exception,True,no_exception,False
org.apache.hadoop.security.TestGroupsCaching#testCachePreventsImplRequest,True,2,000001,True,no_exception,False,(java.lang.IllegalArgumentException),True
org.apache.hadoop.io.TestMapFile#testOnFinalKey,False,0,null,null,null,null,null,null
org.apache.hadoop.ipc.TestIPC#testIpcTimeout,True,4,000000,False,(org.apache.hadoop.ipc.RemoteException),False,no_exception,True
org.apache.hadoop.ipc.TestIPC#testIpcTimeout,True,4,000002,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.ipc.TestIPC#testIpcTimeout,True,4,000001,False,(java.io.IOException),False,no_exception,True
org.apache.hadoop.ipc.TestIPC#testIpcTimeout,True,4,000003,False,(java.io.IOException),False,no_exception,True
